customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01277,Male,0,Yes,No,30,No,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,34.24,1043.19,No
CUST-01278,Male,0,No,No,39,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,74.34,2899.26,No
CUST-01279,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Two year,No,Electronic check,22.84,1695.13,No
CUST-01280,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,No,Two year,No,Credit card,103.46,4706.75,No
CUST-01281,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,107.37,4425.22,No
CUST-01282,Male,0,Yes,No,17,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,58.58,995.86,Yes
CUST-01283,Male,0,No,Yes,35,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,117.08,4097.8,Yes
CUST-01284,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,51.07,2547.2,No
CUST-01285,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,44.54,2702.98,Yes
CUST-01286,Female,0,No,No,39,No,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,118.95,4639.05,Yes
CUST-01287,Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,43.53,108.08,Yes
CUST-01288,Female,0,Yes,No,6,No,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,63.31,454.09,No
CUST-01289,Male,1,No,No,30,Yes,Yes,DSL,No,No,One year,No,Mailed check,80.41,2440.67,No
CUST-01290,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,50.9,3257.6,No
CUST-01291,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,57.19,3602.97,No
CUST-01292,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,91.52,183.04,Yes
CUST-01293,Male,0,No,No,34,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,91.75,3119.5,Yes
CUST-01294,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,99.97,1399.58,Yes
CUST-01295,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,78.56,1576.6,No
CUST-01296,Male,0,Yes,No,61,Yes,No,No,No,Yes,One year,No,Mailed check,41.82,2551.02,No
CUST-01297,Male,0,No,No,27,Yes,No,DSL,No,Yes,Two year,No,Electronic check,51.98,1442.43,Yes
CUST-01298,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,109.87,329.61,Yes
CUST-01299,Female,0,Yes,No,12,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,92.84,1180.17,Yes
CUST-01300,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Bank transfer,26.98,1349.0,No
CUST-01301,Female,1,Yes,Yes,47,Yes,No,No,No,No internet service,One year,Yes,Credit card,94.87,4458.89,No
CUST-01302,Male,0,No,No,38,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,51.73,1971.27,Yes
CUST-01303,Female,1,No,No,66,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,20.37,1344.42,No
CUST-01304,Female,0,No,No,57,Yes,No,DSL,No internet service,No,One year,No,Bank transfer,67.34,3862.85,No
CUST-01305,Male,1,No,Yes,1,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,108.11,108.11,No
CUST-01306,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer,63.32,1541.12,No
CUST-01307,Female,0,No,Yes,10,Yes,No phone service,No,No internet service,Yes,One year,Yes,Electronic check,118.86,1262.76,No
CUST-01308,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,Two year,Yes,Credit card,36.16,29.67,Yes
CUST-01309,Female,0,Yes,Yes,47,Yes,Yes,No,No,No,Two year,No,Credit card,53.79,2528.13,No
CUST-01310,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,One year,No,Credit card,19.7,984.2,No
CUST-01311,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,23.14,324.41,No
CUST-01312,Male,0,No,No,29,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,54.14,1582.51,Yes
CUST-01313,Male,0,Yes,Yes,34,No,No,Fiber optic,No,No,Two year,No,Mailed check,71.9,2444.6,No
CUST-01314,Female,0,No,No,18,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,42.18,763.08,No
CUST-01315,Female,0,No,Yes,52,No,No,DSL,No,No,Month-to-month,No,Bank transfer,34.98,1818.96,No
CUST-01316,Female,0,No,Yes,33,Yes,Yes,DSL,No internet service,Yes,One year,No,Bank transfer,60.91,2066.7,No
CUST-01317,Female,0,Yes,No,31,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,35.41,1113.07,No
CUST-01318,Female,0,No,No,5,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,82.35,411.75,Yes
CUST-01319,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,115.44,1411.34,No
CUST-01320,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,100.27,6317.01,Yes
CUST-01321,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,39.95,239.7,Yes
CUST-01322,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,115.02,5060.97,Yes
CUST-01323,Female,0,Yes,No,44,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,94.62,4253.65,Yes
CUST-01324,Male,0,No,No,64,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,33.81,2163.84,No
CUST-01325,Male,0,Yes,Yes,18,Yes,No,No,No,No,Two year,Yes,Mailed check,77.1,1426.63,No
CUST-01326,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,116.58,5362.68,Yes
CUST-01327,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,One year,No,Credit card,27.87,1342.37,No
CUST-01328,Female,1,Yes,Yes,28,No,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,45.64,1277.92,No
CUST-01329,Male,0,Yes,No,60,No,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,56.16,3369.6,No
CUST-01330,Female,0,Yes,No,64,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.79,1944.95,No
CUST-01331,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No internet service,No,One year,No,Mailed check,48.52,1067.51,No
CUST-01332,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,One year,No,Bank transfer,88.62,4471.84,No
CUST-01333,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,66.68,4195.2,No
CUST-01334,Female,0,No,No,21,No,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,60.95,1289.5,Yes
CUST-01335,Female,0,Yes,No,70,No,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,62.06,4395.18,No
CUST-01336,Male,1,No,No,32,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,95.48,3055.36,Yes
CUST-01337,Female,0,No,No,43,Yes,No,DSL,No,No internet service,One year,No,Electronic check,119.11,5140.02,No
CUST-01338,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Bank transfer,78.04,468.24,No
CUST-01339,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,94.66,170.06,Yes
CUST-01340,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,56.0,896.0,No
CUST-01341,Female,0,No,No,64,No,No,DSL,No,No,Month-to-month,Yes,Electronic check,105.79,6770.56,No
CUST-01342,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,60.87,3469.59,Yes
CUST-01343,Male,0,No,Yes,29,No,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,113.38,3298.76,Yes
CUST-01344,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Electronic check,93.84,2358.65,No
CUST-01345,Male,0,No,Yes,34,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,90.16,3067.32,No
CUST-01346,Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,47.59,2990.72,No
CUST-01347,Male,0,No,No,70,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,99.21,6999.9,No
CUST-01348,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,28.74,794.18,Yes
CUST-01349,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,72.88,1749.12,No
CUST-01350,Female,0,No,Yes,60,No,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,93.01,5580.6,Yes
CUST-01351,Female,0,Yes,No,30,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.13,3278.14,Yes
CUST-01352,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,76.1,4045.89,No
CUST-01353,Female,1,No,Yes,66,Yes,No,DSL,No internet service,No,One year,Yes,Credit card,44.35,2927.1,No
CUST-01354,Female,0,No,Yes,50,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,104.58,5280.79,No
CUST-01355,Female,0,Yes,No,57,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,96.33,5520.35,No
CUST-01356,Female,0,Yes,Yes,33,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,33.66,1161.88,No
CUST-01357,Male,0,Yes,No,58,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,106.98,6223.86,Yes
CUST-01358,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Electronic check,115.91,2318.2,No
CUST-01359,Male,0,No,No,55,Yes,No,No,No,No,One year,Yes,Credit card,72.85,4079.53,No
CUST-01360,Female,0,No,No,36,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,21.91,822.89,No
CUST-01361,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,111.39,7044.28,Yes
CUST-01362,Male,0,No,No,18,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,30.52,594.56,No
CUST-01363,Female,0,No,No,52,No,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,82.58,4294.16,No
CUST-01364,Female,0,Yes,No,70,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,58.89,4150.91,Yes
CUST-01365,Female,0,No,No,62,No,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,119.19,7389.78,No
CUST-01366,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,111.55,6804.55,Yes
CUST-01367,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer,98.02,6959.42,Yes
CUST-01368,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,38.33,689.94,No
CUST-01369,Female,0,Yes,No,1,No,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,89.32,108.54,No
CUST-01370,Male,0,No,No,5,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,76.36,381.8,Yes
CUST-01371,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,31.81,890.68,No
CUST-01372,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,99.06,3962.4,Yes
CUST-01373,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,26.82,1341.0,No
CUST-01374,Male,0,No,No,4,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,67.12,321.84,No
CUST-01375,Male,0,Yes,Yes,40,No,No,No,No internet service,No,Month-to-month,No,Credit card,61.51,2561.8,No
CUST-01376,Female,0,Yes,No,61,No,No,DSL,Yes,No,Month-to-month,No,Credit card,100.23,6114.03,No
CUST-01377,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,61.61,1806.06,No
CUST-01378,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.82,5418.02,Yes
CUST-01379,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,66.78,1776.73,Yes
CUST-01380,Female,0,No,No,49,Yes,No,DSL,Yes,No,Two year,No,Mailed check,77.37,3861.75,No
CUST-01381,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,42.59,2211.01,Yes
CUST-01382,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,No,Two year,No,Bank transfer,38.65,1855.2,No
CUST-01383,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Credit card,90.41,5515.01,No
CUST-01384,Male,1,No,Yes,59,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,30.48,1798.32,Yes
CUST-01385,Female,1,No,No,53,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,35.95,1940.04,Yes
CUST-01386,Male,1,No,No,4,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,113.98,455.92,Yes
CUST-01387,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,No,Yes,One year,No,Electronic check,43.84,385.29,Yes
CUST-01388,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,50.98,1682.96,No
CUST-01389,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer,82.59,2890.65,Yes
CUST-01390,Female,0,Yes,No,19,Yes,No,DSL,No internet service,No,Two year,Yes,Electronic check,62.92,1201.57,No
CUST-01391,Female,0,No,No,62,Yes,No,No,Yes,No,Two year,Yes,Mailed check,75.02,4651.24,Yes
CUST-01392,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,32.75,2161.5,No
CUST-01393,Female,0,No,No,29,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,86.59,2511.11,No
CUST-01394,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,33.97,2392.44,Yes
CUST-01395,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,94.27,6528.45,No
CUST-01396,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,71.41,232.93,No
CUST-01397,Male,0,No,Yes,48,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Bank transfer,101.25,4860.0,No
CUST-01398,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No,One year,No,Credit card,35.61,1460.01,No
CUST-01399,Male,1,No,Yes,23,Yes,No,Fiber optic,No,No internet service,Two year,No,Mailed check,56.51,1299.73,No
CUST-01400,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,104.38,4488.34,No
CUST-01401,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,99.47,0.0,Yes
CUST-01402,Male,1,No,No,53,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer,116.51,6175.03,No
CUST-01403,Female,0,No,No,51,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card,40.64,2125.02,No
CUST-01404,Female,1,No,No,35,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,72.98,2554.3,No
CUST-01405,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,19.82,733.34,No
CUST-01406,Female,0,No,No,43,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Mailed check,116.45,5007.35,No
CUST-01407,Male,0,No,Yes,46,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,35.86,1657.7,No
CUST-01408,Male,0,No,No,28,Yes,Yes,DSL,No,No,Two year,No,Credit card,110.28,3087.84,No
CUST-01409,Female,0,No,Yes,50,Yes,No,DSL,No internet service,Yes,Two year,Yes,Mailed check,87.19,4359.5,No
CUST-01410,Female,0,No,No,40,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,113.56,4562.29,Yes
CUST-01411,Female,0,No,Yes,63,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer,43.32,2810.63,No
CUST-01412,Male,0,No,No,47,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,53.21,2500.87,No
CUST-01413,Female,1,Yes,No,21,Yes,No,DSL,No internet service,Yes,Two year,Yes,Credit card,34.77,730.17,No
CUST-01414,Female,1,Yes,No,16,Yes,No phone service,No,Yes,Yes,One year,Yes,Mailed check,61.09,977.44,No
CUST-01415,Female,0,No,No,4,Yes,No,No,No,No internet service,One year,Yes,Bank transfer,114.64,458.56,No
CUST-01416,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,76.26,4575.6,Yes
CUST-01417,Male,0,No,No,5,Yes,No,DSL,No,No,Month-to-month,No,Credit card,60.44,307.17,No
CUST-01418,Male,0,Yes,No,52,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Mailed check,51.14,2687.92,No
CUST-01419,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,77.65,1242.4,Yes
CUST-01420,Male,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,91.77,5322.66,No
CUST-01421,Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,59.49,2294.47,No
CUST-01422,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,One year,No,Electronic check,41.55,2202.15,No
CUST-01423,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,77.67,3658.33,Yes
CUST-01424,Female,1,Yes,No,36,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,55.29,1990.44,Yes
CUST-01425,Female,0,No,Yes,47,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,119.42,5617.28,No
CUST-01426,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,62.99,4299.29,No
CUST-01427,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,No internet service,Two year,Yes,Bank transfer,62.32,1649.06,No
CUST-01428,Female,0,Yes,No,26,Yes,Yes,DSL,No internet service,Yes,One year,No,Credit card,103.63,2694.38,No
CUST-01429,Male,0,No,No,71,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,43.6,3103.88,Yes
CUST-01430,Male,1,Yes,No,62,Yes,No,DSL,No,No internet service,Two year,Yes,Bank transfer,24.73,1621.48,No
CUST-01431,Male,0,Yes,No,51,Yes,No,DSL,No internet service,No,One year,Yes,Mailed check,105.09,5362.03,Yes
CUST-01432,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,78.08,3591.68,No
CUST-01433,Female,0,No,No,20,Yes,Yes,DSL,No,No,Two year,No,Electronic check,44.54,890.8,No
CUST-01434,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Credit card,52.96,2965.76,Yes
CUST-01435,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,One year,No,Electronic check,61.42,2518.22,No
CUST-01436,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,87.4,4188.88,Yes
CUST-01437,Male,0,No,No,26,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,65.75,1709.5,Yes
CUST-01438,Female,0,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,58.37,4144.27,No
CUST-01439,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,97.61,3123.52,Yes
CUST-01440,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No internet service,Yes,One year,No,Mailed check,25.33,938.61,No
CUST-01441,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,84.56,1268.4,No
CUST-01442,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,63.79,2289.54,Yes
CUST-01443,Male,0,No,Yes,65,No,No,No,Yes,No,Two year,No,Credit card,52.16,3390.4,No
CUST-01444,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,112.61,6193.55,Yes
CUST-01445,Male,0,No,No,16,Yes,Yes,DSL,No,No internet service,One year,Yes,Bank transfer,97.35,1557.6,Yes
CUST-01446,Female,0,No,Yes,19,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,40.36,766.84,Yes
CUST-01447,Female,0,No,No,7,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,84.54,642.12,Yes
CUST-01448,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,101.87,1767.78,No
CUST-01449,Female,0,No,No,17,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,118.91,2021.47,Yes
CUST-01450,Female,0,Yes,No,17,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,89.24,1517.08,Yes
CUST-01451,Male,0,No,No,1,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,88.45,88.45,Yes
CUST-01452,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.56,5719.76,Yes
CUST-01453,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,22.08,1104.0,Yes
CUST-01454,Male,0,Yes,No,9,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,77.68,714.92,No
CUST-01455,Male,1,Yes,No,13,Yes,No,DSL,No,No,Two year,Yes,Mailed check,100.11,1324.8,Yes
CUST-01456,Female,1,No,Yes,25,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,58.33,1458.25,No
CUST-01457,Female,0,No,No,46,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,77.87,3582.02,No
CUST-01458,Female,0,No,No,29,Yes,No,No,No,No,Month-to-month,No,Credit card,112.5,3262.5,Yes
CUST-01459,Male,0,No,No,55,Yes,No,No,No,No,Two year,Yes,Bank transfer,35.55,1955.25,No
CUST-01460,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,46.61,1944.85,No
CUST-01461,Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,29.25,87.75,Yes
CUST-01462,Male,0,Yes,No,10,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,69.02,719.06,No
CUST-01463,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,103.64,2386.74,Yes
CUST-01464,Male,0,No,No,66,Yes,No,Fiber optic,No,No internet service,One year,No,Bank transfer,62.39,4117.74,No
CUST-01465,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,25.12,920.4,No
CUST-01466,Female,0,No,No,1,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.88,74.47,Yes
CUST-01467,Female,0,No,No,11,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,108.75,1196.25,Yes
CUST-01468,Female,0,No,No,20,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,74.87,1594.84,Yes
CUST-01469,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,Two year,No,Credit card,111.24,7564.32,No
CUST-01470,Male,1,Yes,Yes,70,No,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,103.11,7240.75,Yes
CUST-01471,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Mailed check,60.26,3818.07,No
CUST-01472,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,82.62,5543.91,No
CUST-01473,Female,0,Yes,No,42,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,85.77,3602.34,No
CUST-01474,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,94.17,4995.62,No
CUST-01475,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,51.96,3169.74,No
CUST-01476,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,47.48,3432.76,No
CUST-01477,Female,0,No,No,11,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.83,1042.68,Yes
CUST-01478,Female,0,No,Yes,0,Yes,No,No,No,No,Month-to-month,No,Bank transfer,101.51,0.0,Yes
CUST-01479,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,60.25,4277.75,No
CUST-01480,Male,0,No,Yes,32,No,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,50.75,1626.23,Yes
CUST-01481,Male,0,No,No,63,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,102.2,6438.6,No
CUST-01482,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,88.07,5900.69,Yes
CUST-01483,Male,0,No,Yes,13,No,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,53.04,689.52,Yes
CUST-01484,Male,0,Yes,No,13,No,No phone service,No,No,Yes,One year,Yes,Credit card,72.03,936.39,No
CUST-01485,Male,1,No,No,8,No,No,No,Yes,No,One year,Yes,Mailed check,116.01,928.08,No
CUST-01486,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,One year,Yes,Electronic check,94.49,6876.32,No
CUST-01487,Male,0,No,Yes,25,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,40.61,1068.0,No
CUST-01488,Male,0,No,Yes,48,Yes,No phone service,DSL,No,Yes,One year,Yes,Electronic check,48.09,2308.32,No
CUST-01489,Male,1,No,Yes,16,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,45.05,720.8,Yes
CUST-01490,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,104.53,7003.51,No
CUST-01491,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,83.42,4921.78,No
CUST-01492,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,113.88,260.23,Yes
CUST-01493,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,27.28,654.72,No
